"MINSAN";"DESCRIZIONE";"PP*1000";"CATEGORIA";"GIAC";"IVA";"P.P."
"900344185    ";"BEAUTYTIME DISCHI LEVATRUCCO  ";2700;"Prodotti viso/deterg./struc.  ";10;22;0,00
"900290646    ";"BEAUTYTIME FORB BABY SICUREZZA";9800;"Parafarmaci";1;22;0,00
"900289859    ";"BEAUTYTIME FORB P NASO ORECCHI";9800;"Parafarmaci";2;22;0,00
"900348018    ";"BEAUTYTIME MASCHERINA RIPOS   ";5700;"Parafarmaci";1;22;0,00
"900309853    ";"BEAUTYTIME MINI LIMA UN       ";3800;"Parafarmaci";2;22;0,00
"900385663    ";"BEAUTYTIME SPAZZ BAGNO C/MAN  ";9300;"Parafarmaci";1;22;0,00
"900348994    ";"BEAUTYTIME SPECCHIO DOPPIO BOR";7700;"Prodotti viso, trucco         ";3;22;0,00
"900317886    ";"BEAUTYTIME SPUG RETTANG FONDOT";5500;"Prodotti viso, trucco         ";2;22;0,00
"900319118    ";"BEAUTYTIME SPUG SPEC FONDOT   ";4900;"Prodotti viso, trucco         ";2;22;0,00
"900317304    ";"BEAUTYTIME SPUG TRUCCO 6CM    ";4200;"Prodotti viso, trucco         ";2;22;0,00
"903658387    ";"BEN E VITA ALOE20BUST DEP+BOR ";21900;"Integratori alimentari";2;10;0,00
"913661637    ";"BENDA EL CEROXMED 10X450CM    ";5250;"Prodotti sanitari             ";7;22;0,00
"904006830    ";"BENDA EL CEROXMED 6X400CM     ";4050;"Prodotti sanitari             ";13;22;0,00
"913661613    ";"BENDA EL CEROXMED 6X450CM     ";4050;"Prodotti sanitari             ";14;22;0,00
"904006792    ";"BENDA EL CEROXMED 8X400CM     ";4550;"Prodotti sanitari             ";8;22;0,00
"913661625    ";"BENDA EL CEROXMED 8X450CM     ";4550;"Prodotti sanitari             ";7;22;0,00
"908869682    ";"BENDA ORL PIC AURIC CM1X5MT 1P";1560;"Prodotti sanitari             ";1;22;0,00
"908627247    ";"BENDA ORLATA CEROXMED 10X500CM";2350;"Prodotti sanitari             ";21;22;0,00
"908627223    ";"BENDA ORLATA CEROXMED 5X500CM ";1550;"Prodotti sanitari             ";18;22;0,00
"908627235    ";"BENDA ORLATA CEROXMED 7X500CM ";1750;"Prodotti sanitari             ";19;22;0,00
"911952606    ";"BENEFIBRA POLV 96G            ";12800;"Integratori alimentari";1;10;0,00
"901481844    ";"BENEFIBRA/NOVAFIBRA LIQ 12BUST";12900;"Integratori alimentari";5;10;0,00
"925387526    ";"BENEVIT MU 40CPS              ";26000;"Integratori alimentari";1;10;0,00
"931969846    ";"BENZAC SKINCARE MOUS DET 50ML ";14500;"Prodotti viso/deterg./struc.  ";2;22;0,00
"906328683    ";"BENZINA RETTIFICATA 90ML VT   ";2300;"Sostanze materie prime uso lab";1;22;0,00
"900059991    ";"BEPANTHENOL PASTA LEN PROT100G";12700;"Prodotti igiene del bambino   ";1;22;0,00
"903068031    ";"BEROCCA PLUS 30CPR            ";11900;"Integratori alimentari";1;10;0,00
"904346855    ";"BETOTAL 40CPR                 ";19290;"Integratori alimentari";2;10;0,00
"930921186    ";"BETOTAL IMMUNO PLUS 14BUST    ";14900;"Integratori alimentari";1;10;0,00
"904686589    ";"BETOTAL SCIROPPO 100ML        ";10900;"Integratori alimentari";2;10;0,00
"901432967    ";"BEUTELSBACHER SUCCO MIRTILLI  ";6490;"Prodotti dietetici            ";1;22;0,00
"913082172    ";"BIAGLUT BISCOTTINO 200G       ";5350;"Prodotti dietetici            ";1;10;0,00
"922389667    ";"BIAGLUT COCCOLE S/GLUT 200G   ";4250;"Prodotti dietetici            ";1;10;0,00
"912033685    ";"BIFISELLE 30CPS               ";15000;"Integratori alimentari";2;10;0,00
"905381149    ";"BIMBOVIT FERRO GOCCE 15ML     ";13200;"Integratori alimentari";3;10;0,00
"938752654    ";"BIO POMATA ARNICA/ART DIAV 50M";11700;"Prodotti per il corpo         ";1;22;0,00
"924526357    ";"BIO-OIL OL DERMATOLOGICO 125ML";19950;"Prodotti per il corpo         ";2;22;0,00
"931382752    ";"BIO-OIL OL DERMATOLOGICO 60ML ";11950;"Prodotti per il corpo         ";1;22;0,00
"939153540    ";"BIOANACID 24TAV               ";9000;"Prodotti sanitari             ";1;10;0,00
"938806609    ";"BIOCLIN ACNELIA C GEL DET 200 ";13900;"Prodotti viso/deterg./struc.  ";2;22;0,00
"938806534    ";"BIOCLIN ACNELIA K TRAT LEV30ML";15900;"Prodotti viso, trattamento    ";1;22;0,00
"938806472    ";"BIOCLIN ACNELIA TRAT SEB 40ML ";15900;"Prodotti viso, trattamento    ";1;22;0,00
"939916641    ";"BIOCLIN DEODERM 24H VAP C/P100";10000;"Prodotti per il corpo         ";2;22;0,00
"939916920    ";"BIOCLIN DEODERM CONTROL VAP100";10000;"Prodotti per il corpo         ";2;22;0,00
"939487827    ";"BIOCLIN DEODERM INT SPR 100ML ";12200;"Prodotti per il corpo         ";2;22;0,00
"905296962    ";"BIOENTERUM 10FL 8ML           ";12000;"Integratori alimentari";7;10;0,00
"903984906    ";"BIOENTERUM 20CPR              ";16500;"Integratori alimentari";6;10;0,00
"938211556    ";"BIOEULEN POMATA 50ML          ";18200;"Parafarmaci";1;10;0,00
"939224933    ";"BIOGEL FASC TUBOL GEL M 1PZ   ";7900;"Prodotti per il corpo         ";3;22;0,00
"939224972    ";"BIOGEL FASC TUBOL GEL S 1PZ   ";7900;"Prodotti per il corpo         ";3;22;0,00
"902339338    ";"BIOGEL FASCIA TUBOL GR BLIST2P";7300;"Prodotti sanitari             ";1;22;0,00
"902339290    ";"BIOGEL FASCIA TUBOL M BLIST 2P";7300;"Prodotti sanitari             ";3;22;0,00
"902338591    ";"BIOGEL PROT DITA M BLIST 1PZ  ";5400;"Prodotti sanitari             ";2;22;0,00
"902338538    ";"BIOGEL PROT DITA PIC 1PZ      ";5400;"Prodotti sanitari             ";1;22;0,00
"902338882    ";"BIOGEL TUBO TESSUTO M1PZ BLIST";8900;"Prodotti per le mani          ";2;22;0,00
"902338829    ";"BIOGEL TUBO TESSUTO S1PZ BLIST";8900;"Prodotti per le mani          ";3;22;0,00
"923438485    ";"BIOGENA DERMOLIQUIDO PH5 500ML";14900;"Prodotti igiene del corpo     ";2;22;0,00
"931004737    ";"BIOGREEN LAV VAG 3FLAC 140ML  ";13000;"Prodotti sanitari             ";2;22;0,00
"905123042    ";"BIOGREEN OTO SPRAY AST 13ML   ";13500;"Prodotti sanitari             ";1;10;0,00
"938272186    ";"BIOKAP LOZIONE ANTIFORFORA    ";19000;"Prodotti capelli e cuoio cap. ";1;22;0,00
"908598028    ";"BIOKILL INSETT 500ML          ";13550;"Presidi medico-chirurgici     ";2;22;0,00
"931578963    ";"BIOLACTALL 10FL               ";14900;"Integratori alimentari";30;10;0,00
"931932281    ";"BIOMINERAL ONE 30+10+SH BIOT D";19900;"Prodotti capelli e cuoio cap. ";9;10;0,00
"931467409    ";"BIOMINERAL ONE LACT 30CPR+SH U";19900;"Integratori alimentari";3;10;0,00
"939157374    ";"BIOMINERAL ONE LACTOCAPIL30CPR";26000;"Integratori alimentari";2;10;0,00
"930998075    ";"BIOSCALIN C/CRONO D TRIACTIVE ";51950;"Prodotti capelli e cuoio cap. ";2;22;0,00
"938736105    ";"BIOSCALIN CRONOBIOGEN VOLUM   ";9900;"Prodotti capelli e cuoio cap. ";2;22;0,00
"923785606    ";"BIOSCALIN CRONOBIOGENIN 30BUST";31300;"Integratori alimentari";6;10;0,00
"934132453    ";"BIOSCALIN SINCR SH FORT RIVIT ";9900;"Prodotti capelli e cuoio cap. ";4;22;0,00
"923785594    ";"BIOSCALIN SINCROBIOGENIN 30CPR";26300;"Integratori alimentari";3;10;0,00
"930867092    ";"BIOSCALIN TRICOAGE+ FA 30CPR  ";28500;"Integratori alimentari";2;10;0,00
"938062193    ";"BIOTENE ORALBALANCE GEL 50G   ";11000;"Prodotti sanitari             ";2;22;0,00
"931040810    ";"BIOTHYMUS AC SHAMPOO DONNA    ";13200;"Prodotti capelli e cuoio cap. ";3;22;0,00
"906008875    ";"BIOTHYMUS DS DERMODET 100ML   ";14200;"Prodotti capelli e cuoio cap. ";1;22;0,00
"903288809    ";"BIOTUSS 150ML                 ";14500;"Integratori alimentari";1;10;0,00
"904713144    ";"BIPHASIL TRATT VAG 4FL 150ML  ";14900;"Prod.per igiene int.uso inter.";1;22;0,00
"902232875    ";"BISC MELLIN GRAN 400G NF      ";5460;"Alimenti per la prima infanzia";2;10;0,00
"923508079    ";"BLANX SBIANCANTE WHITE SHOCK  ";3950;"Prodotti igiene dentale       ";11;22;0,00
"925829816    ";"BLANX WHITE SHOCK OFFERTA SPEC";10500;"Prodotti igiene dentale       ";2;22;0,00
"939410357    ";"BLEFARETTE BABY SALV OCUL 30PZ";17200;"Ausili sanitari               ";1;22;0,00
"905943484    ";"BLEFARETTE MED SALV OCUL 14PZ ";12100;"Ausili sanitari               ";1;22;0,00
"900549736    ";"BLEFARETTE SALV OCULARI 30PZ  ";15000;"Ausili sanitari               ";2;22;0,00
"909420907    ";"BLEFAROSHAMPOO DET OCUL 40ML  ";15000;"Prodotti viso/deterg./struc.  ";1;22;0,00
"930174091    ";"BLEPHAGEL GEL PALPEBRE 30G    ";15000;"Ausili sanitari               ";1;22;0,00
"902370511    ";"BLEPHASOL DET PALPEBRE 100ML  ";14500;"Prodotti viso/deterg./struc.  ";1;22;0,00
"931777015    ";"BLUBABY OFTA SPRAY OCULARE 5ML";12600;"Prodotti sanitari             ";2;22;0,00
"908245842    ";"BLUGEL GOCCE OCULARI 15FL     ";13500;"Ausili sanitari               ";1;22;0,00
"904564224    ";"BLUGEL GOCCE OCULARI 8ML      ";12500;"Ausili sanitari               ";2;22;0,00
"935800805    ";"BLUGELA MONODOSE GTT OCULARI  ";14500;"Ausili sanitari               ";1;22;0,00
"933540128    ";"BLUPILL+PLAYBOY 3IN1          ";9900;"Integratori alimentari";7;10;0,00
"933507814    ";"BLUPILL+PLAYBOY CLASSIC       ";9900;"Integratori alimentari";8;10;0,00
"933540268    ";"BLUPILL+PLAYBOY STRAWBERRY    ";9900;"Integratori alimentari";6;10;0,00
"934298009    ";"BLUSALA GOCCE OCULARI 8ML     ";11000;"Ausili sanitari               ";1;22;0,00
"906769928    ";"BLUYAL GOCCE OCULARI 15FL     ";13000;"Ausili sanitari               ";2;22;0,00
"904564097    ";"BLUYAL GOCCE OCULARI 8ML      ";12000;"Ausili sanitari               ";1;22;0,00
"935800209    ";"BLUYALA 15FL MONODOSE 0,30ML  ";13500;"Ausili sanitari               ";2;22;0,00
"934297995    ";"BLUYALA GOCCE OCULARI 8ML     ";13000;"Ausili sanitari               ";1;22;0,00
"922881394    ";"BODY OPEN CBODY PLUS NE L/XL  ";37800;"Parafarmaci";1;22;0,00
"922881382    ";"BODY OPEN CBODY PLUS NE M/L   ";37800;"Parafarmaci";1;22;0,00
"922881370    ";"BODY OPEN CBODY PLUS NE S/M   ";37800;"Parafarmaci";1;22;0,00
"922881457    ";"BODY OPEN CBODY PLUS SKIN L/XL";37800;"Parafarmaci";1;22;0,00
"922881444    ";"BODY OPEN CBODY PLUS SKIN M/L ";37800;"Parafarmaci";1;22;0,00
"922407592    ";"BODY SL CBODY PLUS NERO LXL   ";32800;"Parafarmaci";1;22;0,00
"922407580    ";"BODY SL CBODY PLUS NERO ML    ";32800;"Parafarmaci";1;22;0,00
"922407578    ";"BODY SL CBODY PLUS NERO SM    ";32800;"Parafarmaci";1;22;0,00
"922407655    ";"BODY SL CBODY PLUS SKIN LXL   ";32800;"Parafarmaci";2;22;0,00
"922407642    ";"BODY SL CBODY PLUS SKIN ML    ";32800;"Parafarmaci";1;22;0,00
"922407630    ";"BODY SL CBODY PLUS SKIN SM    ";32800;"Parafarmaci";1;22;0,00
"906269547    ";"BODY SPRING BIO ZINCO 60CPR   ";12500;"Integratori alimentari";1;10;0,00
"903970820    ";"BODY SPRING CARCIOFO 50CPR    ";13900;"Integratori alimentari";2;10;0,00
"906003696    ";"BODY SPRING GARCINIA 50CPR    ";14900;"Integratori alimentari";1;10;0,00
"908528134    ";"BODY SPRING OLIO OMEGA3 50CPS ";15500;"Integratori alimentari";2;10;0,00
"903181295    ";"BODY SPRING PAPAYA FERM POLV  ";29900;"Integratori alimentari";6;10;0,00
"908169903    ";"BODY SPRING VITAMINA E 50CPS  ";14900;"Integratori alimentari";1;10;0,00
"924960913    ";"BODY SS CBODY GOLD NERO XXL   ";32800;"Parafarmaci";1;22;0,00
"920599558    ";"BODY SS CONTR BODY GOLD BI LXL";32800;"Parafarmaci";1;22;0,00
"920599545    ";"BODY SS CONTR BODY GOLD BI ML ";32800;"Parafarmaci";2;22;0,00
"920599533    ";"BODY SS CONTR BODY GOLD BI SM ";32800;"Parafarmaci";1;22;0,00
"920599519    ";"BODY SS CONTR BODY GOLD NE ML ";32800;"Parafarmaci";1;22;0,00
"920599507    ";"BODY SS CONTR BODY GOLD NE SM ";32800;"Parafarmaci";1;22;0,00
"920599572    ";"BODY SS CONTR BODY GOLD SKI ML";32800;"Parafarmaci";1;22;0,00
"920599560    ";"BODY SS CONTR BODY GOLD SKI SM";32800;"Parafarmaci";1;22;0,00
"904111996    ";"BODYFORM RIC 3CARTUCCE BM4600 ";13900;"Strumenti sanitari            ";1;22;0,00
"907002481    ";"BONYPLUS CAVIFIX OTT DENT TEMP";15000;"Materiale per protesi         ";1;22;0,00
"901012296    ";"BONYPLUS EXPRESS 32CPR        ";5300;"Materiale per protesi         ";18;22;0,00
"902474206    ";"BONYPLUS FISSAPONTI           ";18000;"Materiale per protesi         ";1;22;0,00
"908158847    ";"BOROTALCO ROBERTS BAR 1KG     ";12750;"Prodotti per il corpo         ";1;22;0,00
"908925074    ";"BORSA ACQUA CALDA BILAMEL     ";8500;"Prodotti sanitari             ";5;22;0,00
"908038603    ";"BORSA GH TESS 28CM INTERCOFA  ";6000;"Prodotti sanitari             ";1;22;0,00
"922893829    ";"BORSA PORTAMER LAMPO ON THE GO";19900;"Parafarmaci";1;22;0,00
"906055963    ";"BRACCIALE RIC AD SFIGMO DIGIT ";22000;"Accessori agli art. sanitari  ";2;22;0,00
"903170532    ";"BRACCIALE+POLMONE 2TUBI       ";14400;"Accessori agli art. sanitari  ";3;22;0,00
"903971036    ";"BRADERM EMOIL FORTE DETERGENTE";25900;"Prodotti igiene del corpo     ";1;22;0,00
"902899172    ";"BRAUN ADV POWER 400KIDS       ";16000;"Prodotti igiene dentale       ";1;22;0,00
"931606596    ";"BREFOVIL 7FL                  ";12900;"Integratori alimentari";1;10;0,00
"930774652    ";"BREFOVIL GOCCE 10ML+1BUST     ";15900;"Integratori alimentari";1;10;0,00
"930669371    ";"BREFOVIL GRANULATO 8BUST      ";12900;"Integratori alimentari";2;10;0,00
"904069477    ";"BRONCOVIT TIS 20BUST 2G       ";6200;"Erboristeria salut. preconf.  ";2;10;0,00
"911007437    ";"BRUX BITE NOTTE SUP TRASP 1PZ ";69000;"Prodotti sanitari             ";1;4;0,00
"922076575    ";"BRUX BITE RILAX DIURNO ANTISTR";29000;"Parafarmaci";1;4;0,00
"939274977    ";"BUCCAGEL COLLUT 200ML+DENT CM ";8900;"Prodotti igiene dentale       ";3;22;0,00
"939205858    ";"BUCCAGEL DENTIF 50ML          ";6250;"Prodotti igiene dentale       ";3;22;0,00
"900145362    ";"BUCCAGEL GEL 15ML             ";8900;"Prodotti igiene dentale       ";2;22;0,00
"905531051    ";"BUCCAGEL SPR 30ML             ";8900;"Prodotti igiene dentale       ";2;22;0,00
"934625839    ";"BUON FERRO PLUS 60CPS         ";14000;"Integratori alimentari";2;10;0,00
"938826310    ";"BUONA CIRCADIEM MELATONINA20ML";12900;"Integratori alimentari";1;10;0,00
"932252632    ";"BUONAVIT D3F 12ML             ";16500;"Integratori alimentari";1;10;0,00
"907192936    ";"BURRO KARITE 100G             ";6500;"Sostanze materie prime uso lab";1;22;0,00
"923481802    ";"BUSTE STERILIZ VAPORE MICROOND";10590;"Parafarmaci";3;22;0,00
"933513032    ";"C-1000 START 100TAV           ";24000;"Integratori alimentari";2;10;0,00
"935496760    ";"CADICIOC CIOCC FONDENTE 50G   ";5800;"Integratori alimentari";1;10;0,00
"904733894    ";"CADICIOC TAV LATTE C/GLUCOM100";6800;"Integratori alimentari";1;10;0,00
"924280415    ";"CAFFE' VERDE 30CPS            ";13500;"Integratori alimentari";1;10;0,00
"908507142    ";"CALCIO CARBONATO 100CPR       ";6000;"Integratori alimentari";2;10;0,00
"930160508    ";"CALCOREL 20CPR                ";12900;"Integratori alimentari";2;10;0,00
"800623670    ";"CALENDULA POM 40G             ";11600;"Prodotti omeopatici           ";3;10;0,00
"901178879    ";"CALLIF CICCARELLI LIQ C/PENNE ";5100;"Prodotti sanitari             ";1;22;0,00
"904019167    ";"CALMASON 30TAV                ";12800;"Integratori alimentari";1;10;0,00
"904420270    ";"CALMI GOCCE 30ML              ";9900;"Erboristeria salut. preconf.  ";1;10;0,00
"908174105    ";"CALMOR TAPPO ANTIS 12PZ 22038 ";6350;"Ausili sanitari               ";1;22;0,00
"905526859    ";"CAMICE MON BUST 10PZ          ";16300;"Ausili sanitari               ";7;22;0,00
"801479724    ";"CAMILIA SOL ORALE 15CONTEN MON";11000;"Prodotti omeopatici           ";1;10;0,00
"920353719    ";"CAMION POMPIERI PARKING       ";16900;"Parafarmaci";1;22;0,00
"902552191    ";"CANDINET LIQ 150ML            ";12800;"Prodotti igiene del corpo     ";1;22;0,00
"931637641    ";"CANESPRO KIT MICOSI UNGUEALE  ";29000;"Prodotti sanitari             ";2;22;0,00
"924870381    ";"CANOVA 15 LICO 125ML          ";39500;"Prodotti viso, trattamento    ";2;22;0,00
"924870393    ";"CANOVA 8 LICO 50ML            ";34000;"Prodotti viso, trattamento    ";2;22;0,00
"930204452    ";"CANOVA CREMA DETERGENTE 200ML ";14500;"Prodotti viso/deterg./struc.  ";3;22;0,00
"902196346    ";"CAPRILICO PLUS 100TAV         ";36700;"Integratori alimentari";1;10;0,00
"909273031    ";"CARBONE VEG 40CPR             ";4000;"Integratori alimentari";1;10;0,00
"906260260    ";"CARBONE VEG ERBE 80CPS        ";9800;"Erboristeria salut. preconf.  ";1;10;0,00
"933932461    ";"CARBONE VEGETALE 100CPS       ";13800;"Integratori alimentari";2;10;0,00
"908973934    ";"CARBONE VEGETALE 50CPR        ";4800;"Erboristeria salut. preconf.  ";1;10;0,00
"930861719    ";"CARBOYOGHURT ACTIVE 30CPR     ";8500;"Integratori alimentari";1;10;0,00
"908051814    ";"CARCIOFO ARKOCAPSULE 45CPS    ";11600;"Erboristeria salut. preconf.  ";1;10;0,00
"909483341    ";"CARDO MARIANO ARKOCAPSULE45CPS";11700;"Erboristeria salut. preconf.  ";1;10;0,00
"905025918    ";"CARNIDYN 20BUST               ";19700;"Integratori alimentari";2;10;0,00
"930525771    ";"CARNIDYN PLUS 20BUST          ";19700;"Integratori alimentari";1;10;0,00
"934433792    ";"CAROBIN PET ULTRA 30CPR       ";18500;"Prodotti zootecnici           ";1;10;0,00
"933498596    ";"CAROVIT FORTE PLUS 30CPS      ";23900;"Integratori alimentari";2;10;0,00
"904017643    ";"CARTI JOINT 30CPS             ";26000;"Integratori alimentari";2;10;0,00
"903115475    ";"CASSETTA PS MEDIC 1/2PERSONE  ";43200;"Strumenti sanitari            ";1;22;0,00
"923481814    ";"CATENELLA PORTASUCCHIETTO     ";5030;"Parafarmaci";5;22;0,00
"909847182    ";"CATETERE FOLEY LATT 2V CH14   ";2250;"Ausili sanitari               ";2;22;0,00
"909847206    ";"CATETERE FOLEY LATT 2V CH18   ";2250;"Ausili sanitari               ";2;22;0,00
"909847218    ";"CATETERE FOLEY LATT 2V CH20   ";2250;"Ausili sanitari               ";2;22;0,00
"909847360    ";"CATETERE FOLEY SIL 2V CH16    ";16400;"Ausili sanitari               ";1;22;0,00
"925930202    ";"CB12 BOOST 10CHEWING-GUM      ";4990;"Integratori alimentari";1;10;0,00
"933327898    ";"CB12 MILD TRATT ALITOSI 250ML ";13950;"Prodotti igiene dentale       ";1;22;0,00
"930268608    ";"CEBROLUX 800 30BUST           ";41900;"Integratori alimentari";2;10;0,00
"930584949    ";"CELADRIN CRESCITA CREMA 30ML  ";15600;"Prodotti sanitari             ";3;22;0,00
"931094458    ";"CELADRIN PATCH CEROTTI 5PZ    ";19900;"Ausili sanitari               ";2;22;0,00
"904186436    ";"CENTELLA COMPLEX FT 20CPR     ";17700;"Integratori alimentari";2;10;0,00
"905821942    ";"CER ASSORTITI ALVITA 16PZ     ";3450;"Prodotti sanitari             ";10;22;0,00
"908187103    ";"CER CEROXMED CLASSIC 3D M 20PZ";3650;"Prodotti sanitari             ";9;22;0,00
"908187127    ";"CER CEROXMED CLASSIC ASSORT 45";5100;"Prodotti sanitari             ";7;22;0,00
"908185061    ";"CER CEROXMED FIBR AER 500X1,25";3550;"Prodotti sanitari             ";10;22;0,00
"908186531    ";"CER CEROXMED FIBR AER 500X2,5 ";5850;"Prodotti sanitari             ";1;22;0,00
"908186784    ";"CER CEROXMED FIBR AER 500X5   ";9100;"Prodotti sanitari             ";6;22;0,00
"900721743    ";"CER CEROXMED LONG EL 50X8     ";4150;"Prodotti sanitari             ";20;22;0,00
"908450442    ";"CER CEROXMED OPTIFLEX SENS 10P";6950;"Prodotti sanitari             ";13;22;0,00
"908187065    ";"CER CEROXMED SETA AER 500X2,5 ";6650;"Prodotti sanitari             ";3;22;0,00
"908184726    ";"CER CEROXMED TEX ROC 500X500  ";8250;"Prodotti sanitari             ";1;22;0,00
"908221310    ";"CER CEROXMED WHITE 500X1,25   ";3450;"Prodotti sanitari             ";1;22;0,00
"905821878    ";"CER IMPEREABILE ALVITA1000X6CM";5100;"Prodotti sanitari             ";10;22;0,00
"905821928    ";"CER IMPERMEABILE 20PZ ALVITA  ";3800;"Prodotti sanitari             ";9;22;0,00
"908689540    ";"CER MAID ROLLFLEX 5X500CM     ";9700;"Prodotti sanitari             ";1;22;0,00
"908677875    ";"CER MAID ROLLTEX TELA 2,5X500 ";5300;"Prodotti sanitari             ";3;22;0,00
"908677887    ";"CER MAID ROLLTEX TELA 5X500CM ";8050;"Prodotti sanitari             ";6;22;0,00
"930173822    ";"CER MICROP ALVITA 1,25CMX5M   ";3250;"Prodotti sanitari             ";10;22;0,00
"930173834    ";"CER MICROP ALVITA 2,5CMX5M    ";4990;"Prodotti sanitari             ";6;22;0,00
"932550902    ";"CER MICROP ALVITA 5CMX5M      ";7700;"Prodotti sanitari             ";10;22;0,00
"921395556    ";"CER SUTURA CEROXMED 3X75MM    ";5400;"Prodotti sanitari             ";15;22;0,00
"921395531    ";"CER SUTURA CEROXMED 6,4X108MM ";5800;"Prodotti sanitari             ";6;22;0,00
"905821892    ";"CER TELA ALVITA 1000X6CM      ";5300;"Prodotti sanitari             ";9;22;0,00
"905821916    ";"CER TRASPARENTE ALVITA 20PZ   ";4300;"Prodotti sanitari             ";10;22;0,00
"905821930    ";"CER ULTRA PROTEZIONE ALVITA 20";4800;"Prodotti sanitari             ";10;22;0,00
"902812799    ";"CER8 ZANZARE 48 CUSCINETTI    ";8900;"Parafarmaci";1;22;0,00
"908282270    ";"CERA DI CUPRA BI CR VASO 100ML";8060;"Prodotti viso, trattamento    ";2;22;0,00
"923543209    ";"CEROX SPORT KINETIC TAPE 500X5";11200;"Prodotti sanitari             ";2;22;0,00
